,Name,Genre,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
266,WALL·E,Adventure,2008,8.4,Andrew Stanton,1089766,223.81,8.4,619458,8.5,156562
267,Mononoke-hime,Adventure,1997,8.4,Hayao Miyazaki,384427,2.38,8.3,211271,8.3,57060
268,Aliens,Adventure,1986,8.4,James Cameron,702719,85.16,8.4,453245,8.1,58239
269,Raiders of the Lost Ark,Adventure,1981,8.4,Steven Spielberg,947492,248.16,8.5,580860,8.2,92880
270,Everything Everywhere All at Once,Adventure,2022,8.3,Dan Kwan,124679,76.86,8.2,59212,8.4,10746
271,Spider-Man: No Way Home,Adventure,2021,8.3,Jon Watts,661696,804.75,8.2,242962,8.5,39790
272,Up,Adventure,2009,8.3,Pete Docter,1019506,293.0,8.2,550077,8.4,170546
273,Toy Story 3,Adventure,2010,8.3,Lee Unkrich,818419,415.0,8.3,469331,8.3,118274
274,Inglourious Basterds,Adventure,2009,8.3,Quentin Tarantino,1403111,120.54,8.3,821002,8.3,160077
275,Toy Story,Adventure,1995,8.3,John Lasseter,969784,191.8,8.3,531865,8.3,138117
276,Star Wars: Episode VI - Return of the Jedi,Adventure,1983,8.3,Richard Marquand,1028704,309.13,8.3,613039,8.3,95907
277,2001: A Space Odyssey,Adventure,1968,8.3,Stanley Kubrick,654748,56.95,8.3,405787,7.9,54469
278,Lawrence of Arabia,Adventure,1962,8.3,David Lean,289256,44.82,8.3,184280,8.0,26035
279,North by Northwest,Adventure,1959,8.3,Alfred Hitchcock,322855,13.28,8.3,198545,8.2,35655
280,Inside Out,Adventure,2015,8.2,Pete Docter,692718,356.46,8.2,339112,8.2,111135
281,Kimetsu no Yaiba: Mugen Ressha-Hen,Adventure,2020,8.2,Haruo Sotozaki,53509,47.7,8.0,18188,8.2,2402
282,Hauru no ugoku shiro,Adventure,2004,8.2,Hayao Miyazaki,382446,4.71,8.0,187823,8.6,74578
283,Finding Nemo,Adventure,2003,8.2,Andrew Stanton,1022344,380.84,8.1,544458,8.4,176051
284,Jurassic Park,Adventure,1993,8.2,Steven Spielberg,958572,402.45,8.2,553757,8.1,108156
285,Indiana Jones and the Last Crusade,Adventure,1989,8.2,Steven Spielberg,741298,197.17,8.3,459117,8.1,72153
286,Monty Python and the Holy Grail,Adventure,1975,8.2,Terry Gilliam,533612,1.23,8.2,327026,8.2,61174
287,Dersu Uzala,Adventure,1975,8.2,Akira Kurosawa,28710,76.86,8.2,19877,8.3,2173
288,The Great Escape,Adventure,1963,8.2,John Sturges,241602,12.1,8.2,160450,8.2,17475
289,The Bridge on the River Kwai,Adventure,1957,8.2,David Lean,218045,44.91,8.2,144288,8.0,15829
290,Le salaire de la peur,Adventure,1953,8.2,Henri-Georges Clouzot,60403,76.86,8.2,40245,7.8,4526
291,The Treasure of the Sierra Madre,Adventure,1948,8.2,John Huston,123561,5.01,8.2,80051,7.9,10159
292,The General,Adventure,1926,8.2,Clyde Bruckman,90284,1.03,8.2,56967,8.0,8752
293,The Gold Rush,Adventure,1925,8.2,Charles Chaplin,110080,5.45,8.2,70008,8.1,10593
294,Klaus,Adventure,2019,8.1,Sergio Pablos,143459,76.86,8.0,68399,8.4,19420
295,Bajrangi Bhaijaan,Adventure,2015,8.1,Kabir Khan,85614,8.18,7.9,43807,8.1,4626
296,Queen,Adventure,2013,8.1,Vikas Bahl,65323,1.43,8.1,39156,8.2,6011
297,The Grand Budapest Hotel,Adventure,2014,8.1,Wes Anderson,786318,59.1,8.1,425405,8.1,122596
298,Mad Max: Fury Road,Adventure,2015,8.1,George Miller,975188,154.06,8.1,561774,7.9,93235
299,Harry Potter and the Deathly Hallows: Part 2,Adventure,2011,8.1,David Yates,851807,381.01,8.0,451357,8.5,149573
300,How to Train Your Dragon,Adventure,2010,8.1,Dean DeBlois,724128,217.58,8.0,396091,8.4,124894
301,Into the Wild,Adventure,2007,8.1,Sean Penn,614507,18.35,8.1,371523,8.1,94364
302,Ratatouille,Adventure,2007,8.1,Brad Bird,710256,206.45,8.0,390306,8.1,121046
303,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,2003,8.1,Gore Verbinski,1100370,305.41,8.0,628490,8.2,170156
304,"Monsters, Inc.",Adventure,2001,8.1,Pete Docter,888399,289.92,8.0,472004,8.3,145502
305,The Iron Giant,Adventure,1999,8.1,Brad Bird,188736,23.16,8.0,117319,8.0,22508
306,Stand by Me,Adventure,1986,8.1,Rob Reiner,395527,52.29,8.0,230853,8.2,59799
307,Sholay,Adventure,1975,8.1,Ramesh Sippy,55221,76.86,8.1,36462,7.3,2346
308,Jaws,Adventure,1975,8.1,Steven Spielberg,587302,260.0,8.1,361085,7.7,65258
309,Barry Lyndon,Adventure,1975,8.1,Stanley Kubrick,164908,76.86,8.1,106526,7.7,13368
310,Ben-Hur,Adventure,1959,8.1,William Wyler,236631,74.7,8.1,150634,7.9,23444
311,Kakushi-toride no san-akunin,Adventure,1958,8.1,Akira Kurosawa,38732,76.86,8.1,26601,7.9,2596
312,The Wizard of Oz,Adventure,1939,8.1,Victor Fleming,392311,2.08,8.0,211817,8.2,76294
313,WolfWalkers,Adventure,2020,8.0,Tomm Moore,30908,76.86,7.9,16614,8.2,3331
314,The Martian,Adventure,2015,8.0,Ridley Scott,832695,228.43,8.0,469623,8.0,94664
315,Soul,Adventure,2020,8.0,Pete Docter,312865,76.86,8.0,138440,8.1,35128
316,Zootopia,Adventure,2016,8.0,Byron Howard,485250,341.27,7.9,242546,8.2,74745
317,Guardians of the Galaxy,Adventure,2014,8.0,James Gunn,1147156,333.18,8.0,631596,8.1,135273
318,Song of the Sea,Adventure,2014,8.0,Tomm Moore,57682,0.86,7.9,31111,8.4,11437
319,The Revenant,Adventure,2015,8.0,Alejandro G. Iñárritu,782620,183.64,8.0,439401,7.8,82462
320,Deadpool,Adventure,2016,8.0,Tim Miller,1004057,363.07,7.9,532138,8.0,112904
321,Zack Snyder's Justice League,Adventure,2021,8.0,Zack Snyder,381461,76.86,7.9,176864,7.9,15942
322,Dune: Part One,Adventure,2021,8.0,Denis Villeneuve,583216,108.33,8.0,264069,8.0,47706
323,The Avengers,Adventure,2012,8.0,Joss Whedon,1361369,623.28,8.0,798845,8.2,175764
324,Blood Diamond,Adventure,2006,8.0,Edward Zwick,539570,57.37,8.0,354925,8.1,61129
325,G.O.R.A.,Adventure,2004,8.0,Ömer Faruk Sorak,62290,76.86,7.9,38671,7.8,5290
326,Casino Royale,Adventure,2006,8.0,Martin Campbell,647669,167.45,8.0,428619,7.8,58176
327,Big Fish,Adventure,2003,8.0,Tim Burton,437108,66.26,7.9,263189,8.1,84139
328,The Incredibles,Adventure,2004,8.0,Brad Bird,716035,261.44,8.0,407838,7.9,104730
329,Aladdin,Adventure,1992,8.0,Ron Clements,406942,217.35,8.0,210589,8.2,80792
330,Dances with Wolves,Adventure,1990,8.0,Kevin Costner,261972,184.21,8.1,164211,8.0,30903
331,The Princess Bride,Adventure,1987,8.0,Rob Reiner,422310,30.86,7.9,218024,8.2,85940
332,Tenkû no shiro Rapyuta,Adventure,1986,8.0,Hayao Miyazaki,163905,76.86,8.0,90808,8.0,26458
333,Kaze no tani no Naushika,Adventure,1984,8.0,Hayao Miyazaki,166909,0.5,8.0,96070,8.1,23496
334,Fitzcarraldo,Adventure,1982,8.0,Werner Herzog,34652,76.86,8.0,24556,7.8,2540
335,Planet of the Apes,Adventure,1968,8.0,Franklin J. Schaffner,178298,33.4,8.0,122795,7.8,14653
336,Minnal Murali,Adventure,2021,7.9,Basil Joseph,27997,76.86,7.6,8643,7.6,403
337,Togo,Adventure,2019,7.9,Ericson Core,47553,76.86,7.8,26994,8.4,5091
338,Thor: Ragnarok,Adventure,2017,7.9,Taika Waititi,707423,315.06,7.8,355041,8.1,73307
339,X-Men: Days of Future Past,Adventure,2014,7.9,Bryan Singer,701454,233.92,7.9,428137,8.1,81549
340,Edge of Tomorrow,Adventure,2014,7.9,Doug Liman,660886,100.21,7.9,424542,7.7,57353
341,Star Trek,Adventure,2009,7.9,J.J. Abrams,599413,257.73,7.9,409021,8.2,74154
342,Letters from Iwo Jima,Adventure,2006,7.9,Clint Eastwood,161832,13.76,7.9,122087,7.8,11583
343,Life of Pi,Adventure,2012,7.9,Ang Lee,619566,124.99,7.9,365974,8.0,97584
344,Fantastic Mr. Fox,Adventure,2009,7.9,Wes Anderson,226411,21.0,7.8,132801,7.8,33505
345,Iron Man,Adventure,2008,7.9,Jon Favreau,1032979,318.41,7.8,617921,7.9,117399
346,Harry Potter and the Prisoner of Azkaban,Adventure,2004,7.9,Alfonso Cuarón,618064,249.36,7.8,320751,8.3,112669
347,Ying xiong,Adventure,2002,7.9,Yimou Zhang,180508,53.71,7.9,126174,8.0,17371
348,Wo hu cang long,Adventure,2000,7.9,Ang Lee,266749,128.08,7.8,172768,7.9,31027
349,Almost Famous,Adventure,2000,7.9,Cameron Crowe,273153,32.53,7.9,160262,7.8,48359
350,Shrek,Adventure,2001,7.9,Andrew Adamson,662931,267.67,7.8,364171,8.0,109112
351,Toy Story 2,Adventure,1999,7.9,John Lasseter,569543,245.85,7.9,325759,7.8,79801
352,E.T. the Extra-Terrestrial,Adventure,1982,7.9,Steven Spielberg,400939,435.11,7.9,236124,7.9,58006
353,The Blues Brothers,Adventure,1980,7.9,John Landis,196793,57.23,7.9,126556,7.8,18599
354,The Wild Bunch,Adventure,1969,7.9,Sam Peckinpah,84076,12.06,7.9,60822,7.3,4835
355,Spartacus,Adventure,1960,7.9,Stanley Kubrick,133721,30.0,7.9,92000,7.7,10449
356,The Ten Commandments,Adventure,1956,7.9,Cecil B. DeMille,70570,93.74,7.8,44316,8.0,7766
357,The Searchers,Adventure,1956,7.9,John Ford,88413,76.86,7.9,60511,7.6,6960
358,Sullivan's Travels,Adventure,1941,7.9,Preston Sturges,26195,76.86,7.9,17492,7.9,3206
359,The Adventures of Robin Hood,Adventure,1938,7.9,Michael Curtiz,50780,3.98,7.9,33277,7.9,6111
360,King Kong,Adventure,1933,7.9,Merian C. Cooper,84875,10.0,7.9,57352,7.5,7227
361,Doragon bôru chô: Burorî,Adventure,2018,7.8,Tatsuya Nagamine,26576,30.71,7.7,15172,7.9,614
362,Isle of Dogs,Adventure,2018,7.8,Wes Anderson,164550,32.02,7.7,87055,8.0,20029
363,Hunt for the Wilderpeople,Adventure,2016,7.8,Taika Waititi,128237,5.2,7.7,74758,8.1,16548
364,Paddington 2,Adventure,2017,7.8,Paul King,75014,40.44,7.7,40634,7.9,9932
365,Rogue One,Adventure,2016,7.8,Gareth Edwards,612236,532.18,7.7,353727,7.7,51743
366,Captain America: Civil War,Adventure,2016,7.8,Anthony Russo,760572,408.08,7.7,398282,7.8,71424
367,Star Wars: Episode VII - The Force Awakens,Adventure,2015,7.8,J.J. Abrams,914070,936.66,7.8,525938,8.1,85949
368,Big Hero 6,Adventure,2014,7.8,Don Hall,450796,222.53,7.7,238017,8.1,74299
369,Captain America: The Winter Soldier,Adventure,2014,7.8,Anthony Russo,822216,259.77,7.7,464134,7.8,88525
370,How to Train Your Dragon 2,Adventure,2014,7.8,Dean DeBlois,329558,177.0,7.7,181538,8.1,55158
371,The Hobbit: The Desolation of Smaug,Adventure,2013,7.8,Peter Jackson,645883,258.37,7.8,393316,8.0,84842
372,Skyfall,Adventure,2012,7.8,Sam Mendes,687788,304.36,7.7,449131,7.7,73776
373,The Hobbit: An Unexpected Journey,Adventure,2012,7.8,Peter Jackson,806763,303.0,7.8,494944,8.1,115334
374,Avatar,Adventure,2009,7.8,James Cameron,1208276,760.51,7.9,740191,7.8,169607
375,Apocalypto,Adventure,2006,7.8,Mel Gibson,309219,50.87,7.8,219061,7.9,30185
376,The Fall,Adventure,2006,7.8,Tarsem Singh,111758,2.28,7.7,68810,8.3,24663
377,Tôkyô goddofâzâzu,Adventure,2003,7.8,Satoshi Kon,39289,0.13,7.7,22412,8.0,5772
378,Serenity,Adventure,2005,7.8,Joss Whedon,294447,25.51,7.7,202714,8.1,35696
379,Diarios de motocicleta,Adventure,2004,7.8,Walter Salles,100847,16.76,7.7,65508,7.8,16121
380,Cast Away,Adventure,2000,7.8,Robert Zemeckis,579183,233.63,7.8,353732,7.8,72559
381,Jûbê ninpûchô,Adventure,1993,7.8,Yoshiaki Kawajiri,37248,76.86,7.8,26753,7.5,2002
382,Batman: Mask of the Phantasm,Adventure,1993,7.8,Kevin Altieri,50234,5.62,7.7,34481,7.6,2135
383,Majo no takkyûbin,Adventure,1989,7.8,Hayao Miyazaki,141160,76.86,7.8,68783,7.9,30602
384,Back to the Future Part II,Adventure,1989,7.8,Robert Zemeckis,521019,118.5,7.8,319022,7.8,52062
385,Predator,Adventure,1987,7.8,John McTiernan,402506,59.74,7.9,282640,7.3,21244
386,The Right Stuff,Adventure,1983,7.8,Philip Kaufman,61105,21.5,7.8,40977,7.8,5007
387,The Man Who Would Be King,Adventure,1975,7.8,John Huston,48669,76.86,7.8,33987,7.6,3401
388,La montaña sagrada,Adventure,1973,7.8,Alejandro Jodorowsky,42342,0.06,7.7,27226,7.9,4378
389,"Aguirre, der Zorn Gottes",Adventure,1972,7.8,Werner Herzog,56738,76.86,7.8,40160,7.6,4007
390,To Have and Have Not,Adventure,1944,7.8,Howard Hawks,34410,76.86,7.8,21386,7.9,4696
391,Stagecoach,Adventure,1939,7.8,John Ford,48512,76.86,7.8,32237,7.7,4241
392,Deadpool 2,Adventure,2018,7.7,David Leitch,559052,324.59,7.6,297970,7.8,54288
393,Mission: Impossible - Fallout,Adventure,2018,7.7,Christopher McQuarrie,324446,220.16,7.7,196104,7.5,23472
394,Kubo and the Two Strings,Adventure,2016,7.7,Travis Knight,127692,48.02,7.7,75163,7.9,16175
395,Kingsman: The Secret Service,Adventure,2014,7.7,Matthew Vaughn,655372,128.26,7.6,372400,7.8,84452
396,Toy Story 4,Adventure,2019,7.7,Josh Cooley,241031,434.04,7.7,122314,7.7,25509
397,Nebraska,Adventure,2013,7.7,Alexander Payne,117635,17.65,7.7,81575,7.7,14974
398,Wreck-It Ralph,Adventure,2012,7.7,Rich Moore,414175,189.42,7.7,236940,7.8,62836
399,Le Petit Prince,Adventure,2015,7.7,Mark Osborne,61569,1.34,7.6,31442,8.0,13220
400,The Lego Movie,Adventure,2014,7.7,Phil Lord,348699,257.76,7.7,211242,7.6,43418
401,Star Trek Into Darkness,Adventure,2013,7.7,J.J. Abrams,480483,228.78,7.6,320905,8.0,59358
402,X: First Class,Adventure,2011,7.7,Matthew Vaughn,683139,146.41,7.7,433274,7.9,90201
403,Harry Potter and the Deathly Hallows: Part 1,Adventure,2010,7.7,David Yates,534836,295.98,7.5,286417,8.2,97944
404,Toki o kakeru shôjo,Adventure,2006,7.7,Mamoru Hosoda,65585,76.86,7.6,36686,7.9,11118
405,Tangled,Adventure,2010,7.7,Nathan Greno,442902,200.82,7.6,203817,8.1,115457
406,Harry Potter and the Goblet of Fire,Adventure,2005,7.7,Mike Newell,611166,290.01,7.5,316617,8.1,116410
407,The Count of Monte Cristo,Adventure,2002,7.7,Kevin Reynolds,137070,54.23,7.7,86631,7.9,21044
408,"O Brother, Where Art Thou?",Adventure,2000,7.7,Joel Coen,308160,45.51,7.7,197970,7.7,33777
409,Apollo 13,Adventure,1995,7.7,Ron Howard,290843,173.84,7.6,183156,7.7,30850
410,The Last of the Mohicans,Adventure,1992,7.7,Michael Mann,166870,75.51,7.7,108519,7.8,17668
411,Kurenai no buta,Adventure,1992,7.7,Hayao Miyazaki,87849,76.86,7.7,51856,7.5,11490
412,Who Framed Roger Rabbit,Adventure,1988,7.7,Robert Zemeckis,198301,156.45,7.7,121372,7.6,26915
413,The Goonies,Adventure,1985,7.7,Richard Donner,267259,61.5,7.7,157354,8.0,39394
414,Star Trek II: The Wrath of Khan,Adventure,1982,7.7,Nicholas Meyer,120227,78.91,7.7,81526,7.6,8559
415,First Blood,Adventure,1982,7.7,Ted Kotcheff,247582,47.21,7.7,178543,7.2,9789
416,Deliverance,Adventure,1972,7.7,John Boorman,107288,7.06,7.7,74234,7.4,7648
417,The Dirty Dozen,Adventure,1967,7.7,Robert Aldrich,72448,45.3,7.7,51949,7.8,3927
418,Goldfinger,Adventure,1964,7.7,Guy Hamilton,188267,51.08,7.7,130075,7.3,11850
419,The Magnificent Seven,Adventure,1960,7.7,John Sturges,94187,4.91,7.7,65688,7.8,6319
420,The African Queen,Adventure,1951,7.7,John Huston,78140,0.54,7.7,48719,7.8,10554
421,Pushpa: The Rise - Part 1,Adventure,2021,7.6,Sukumar,64038,76.86,7.3,14696,6.6,566
422,The Mitchells vs the Machines,Adventure,2021,7.6,Michael Rianda,102956,76.86,7.6,50625,7.7,10162
423,The Peanut Butter Falcon,Adventure,2019,7.6,Tyler Nilson,86924,13.12,7.5,46584,7.7,9759
424,Guardians of the Galaxy Vol. 2,Adventure,2017,7.6,James Gunn,656503,389.81,7.5,343899,7.8,68728
425,Incredibles 2,Adventure,2018,7.6,Brad Bird,288001,608.58,7.5,146343,7.8,34252
426,Moana,Adventure,2016,7.6,Ron Clements,323891,248.76,7.5,148137,7.9,59092
427,Dawn of the Planet of the Apes,Adventure,2014,7.6,Matt Reeves,435800,208.55,7.6,292347,7.5,37042
428,End of Watch,Adventure,2012,7.6,David Ayer,245067,41.0,7.6,173077,7.6,20468
429,Karigurashi no Arietty,Adventure,2010,7.6,Hiromasa Yonebayashi,90988,19.2,7.5,46348,7.7,20356
430,Despicable Me,Adventure,2010,7.6,Pierre Coffin,535455,251.51,7.5,292796,7.9,104748
431,Sherlock Holmes,Adventure,2009,7.6,Guy Ritchie,623805,209.03,7.5,394532,7.7,90890
432,Gake no ue no Ponyo,Adventure,2008,7.6,Hayao Miyazaki,140844,15.09,7.6,72189,7.8,30420
433,Stardust,Adventure,2007,7.6,Matthew Vaughn,270163,38.63,7.6,154846,7.9,63774
434,The Secret of Kells,Adventure,2009,7.6,Tomm Moore,35253,0.69,7.5,20042,7.8,7745
435,Kung Fu Panda,Adventure,2008,7.6,Mark Osborne,458917,215.43,7.6,268530,7.5,65180
436,Harry Potter and the Half-Blood Prince,Adventure,2009,7.6,David Yates,531436,301.96,7.4,281939,8.0,96587
437,Batoru rowaiaru,Adventure,2000,7.6,Kinji Fukasaku,181336,76.86,7.6,124513,7.6,19133
438,Harry Potter and the Sorcerer's Stone,Adventure,2001,7.6,Chris Columbus,757065,317.58,7.4,373458,8.1,134019
439,Interstate 60: Episodes of the Road,Adventure,2002,7.6,Bob Gale,32576,76.86,7.6,21922,7.7,3856
440,Star Wars: Episode III - Revenge of the Sith,Adventure,2005,7.6,George Lucas,772166,380.26,7.6,476482,7.5,69893
441,Mulan,Adventure,1998,7.6,Tony Bancroft,281422,120.62,7.4,130215,8.1,67710
442,The Fifth Element,Adventure,1997,7.6,Luc Besson,466607,63.54,7.6,293561,7.9,56719
443,Star Trek: First Contact,Adventure,1996,7.6,Jonathan Frakes,124699,92.0,7.5,82258,7.6,9208
444,Die Hard: With a Vengeance,Adventure,1995,7.6,John McTiernan,383545,100.01,7.6,269328,7.5,27592
445,The Hunt for Red October,Adventure,1990,7.6,John McTiernan,196502,122.01,7.5,133986,7.5,12861
446,The Little Mermaid,Adventure,1989,7.6,Ron Clements,257340,111.54,7.4,113679,8.1,70980
447,Mad Max 2,Adventure,1981,7.6,George Miller,178459,12.47,7.6,128347,7.2,9352
448,Rupan sansei: Kariosutoro no shiro,Adventure,1979,7.6,Hayao Miyazaki,30568,76.86,7.6,19422,7.5,2910
449,The Muppet Movie,Adventure,1979,7.6,James Frawley,35913,76.66,7.5,21427,7.8,4866
450,Watership Down,Adventure,1978,7.6,Martin Rosen,36471,76.86,7.5,22600,7.6,5343
451,Walkabout,Adventure,1971,7.6,Nicolas Roeg,25349,0.02,7.6,17576,7.4,2261
452,Little Big Man,Adventure,1970,7.6,Arthur Penn,35238,31.56,7.6,23478,7.5,3441
453,Kelly's Heroes,Adventure,1970,7.6,Brian G. Hutton,49250,1.38,7.6,35197,7.5,2303
454,Where Eagles Dare,Adventure,1968,7.6,Brian G. Hutton,57746,76.86,7.6,42079,7.4,2892
455,The Jungle Book,Adventure,1967,7.6,Wolfgang Reitherman,179780,141.84,7.6,97360,7.6,35198
456,Snow White and the Seven Dwarfs,Adventure,1937,7.6,William Cottrell,196296,184.93,7.6,96318,7.7,47541
457,The Hunger Games: Catching Fire,Adventure,2013,7.5,Francis Lawrence,653976,424.67,7.3,350815,8.1,129593
458,Lo imposible,Adventure,2012,7.5,J.A. Bayona,220931,19.02,7.4,127852,7.9,43206
459,Jûsan-nin no shikaku,Adventure,2010,7.5,Takashi Miike,65263,0.8,7.5,52053,7.3,3059
460,Doctor Strange,Adventure,2016,7.5,Scott Derrickson,715046,232.64,7.4,364131,7.7,79110
461,Sin nombre,Adventure,2009,7.5,Cary Joji Fukunaga,32726,2.53,7.5,23929,7.6,3861
462,Hugo,Adventure,2011,7.5,Martin Scorsese,320508,73.86,7.5,206224,7.6,54229
463,Shi mian mai fu,Adventure,2004,7.5,Yimou Zhang,111749,11.05,7.5,72770,7.8,17046
464,Harry Potter and the Order of the Phoenix,Adventure,2007,7.5,David Yates,567510,292.0,7.3,299705,8.0,106085
465,The Curse of the Were-Rabbit,Adventure,2005,7.5,Steve Box,134331,56.11,7.5,82906,7.4,19080
466,Ice Age,Adventure,2002,7.5,Chris Wedge,475176,176.39,7.5,267868,7.8,76800
467,Fear and Loathing in Las Vegas,Adventure,1998,7.5,Terry Gilliam,278834,10.68,7.5,183560,7.4,32763
468,Dead Man,Adventure,1995,7.5,Jim Jarmusch,96448,1.04,7.5,62477,7.6,12295
469,Thelma & Louise,Adventure,1991,7.5,Ridley Scott,151920,45.36,7.4,82456,7.9,29936
470,Total Recall,Adventure,1990,7.5,Paul Verhoeven,325416,119.39,7.5,227005,7.2,21450
471,Batman,Adventure,1989,7.5,Tim Burton,372291,251.19,7.5,239582,7.4,34508
472,The Abyss,Adventure,1989,7.5,James Cameron,175721,54.46,7.5,120436,7.5,13984
473,Le grand bleu,Adventure,1988,7.5,Luc Besson,51389,3.5,7.4,32271,7.8,6438
474,Indiana Jones and the Temple of Doom,Adventure,1984,7.5,Steven Spielberg,480072,179.87,7.5,303803,7.5,43144
475,The Secret of NIMH,Adventure,1982,7.5,Don Bluth,40998,10.14,7.5,23333,7.8,8126
476,The Many Adventures of Winnie the Pooh,Adventure,1977,7.5,John Lounsbery,36076,76.86,7.4,19178,7.8,8470
477,Robin Hood,Adventure,1973,7.5,Wolfgang Reitherman,125553,32.06,7.5,68364,7.7,25177
478,Jeremiah Johnson,Adventure,1972,7.5,Sydney Pollack,31592,47.74,7.5,22372,7.5,2194
479,It's a Mad Mad Mad Mad World,Adventure,1963,7.5,Stanley Kramer,41557,46.3,7.5,27483,7.5,3801
480,The Guns of Navarone,Adventure,1961,7.5,J. Lee Thompson,50688,28.9,7.5,36297,7.5,2753
481,The Time Machine,Adventure,1960,7.5,George Pal,41027,76.86,7.5,27571,7.6,3654
482,Forbidden Planet,Adventure,1956,7.5,Fred M. Wilcox,48914,3.0,7.5,33732,7.3,3302
483,Pinocchio,Adventure,1940,7.5,Norman Ferguson,142960,84.25,7.6,75511,7.3,28265
484,Shang-Chi and the Legend of the Ten Rings,Adventure,2021,7.4,Destin Daniel Cretton,358395,224.54,7.3,155069,7.9,29189
485,Onward,Adventure,2020,7.4,Dan Scanlon,143292,61.56,7.3,70135,7.6,18020
486,Sing 2,Adventure,2021,7.4,Garth Jennings,51917,162.79,7.3,19828,7.7,6615
487,Spider-Man: Far from Home,Adventure,2019,7.4,Jon Watts,468212,390.53,7.3,226605,7.6,38041
488,War for the Planet of the Apes,Adventure,2017,7.4,Matt Reeves,251710,146.88,7.4,159449,7.4,17224
489,A Monster Calls,Adventure,2016,7.4,J.A. Bayona,87544,3.73,7.4,51994,7.6,12165
490,The Jungle Book,Adventure,2016,7.4,Jon Favreau,274339,364.0,7.3,158268,7.5,37375
491,How to Train Your Dragon: The Hidden World,Adventure,2019,7.4,Dean DeBlois,124546,160.8,7.3,61947,7.8,16177
492,Mission: Impossible - Rogue Nation,Adventure,2015,7.4,Christopher McQuarrie,366976,195.04,7.4,236415,7.4,29214
493,The Hobbit: The Battle of the Five Armies,Adventure,2014,7.4,Peter Jackson,516652,255.12,7.3,309548,7.7,62425
494,Frozen,Adventure,2013,7.4,Chris Buck,613704,400.74,7.3,292150,7.9,142003
495,Spider-Man: Homecoming,Adventure,2017,7.4,Jon Watts,633736,334.2,7.3,322022,7.5,58222
496,Rurôni Kenshin: Meiji kenkaku roman tan,Adventure,2012,7.4,Keishi Otomo,26067,76.86,7.3,17455,7.8,2705
497,Ready Player One,Adventure,2018,7.4,Steven Spielberg,423981,137.69,7.4,240885,7.4,39408
498,Yahsi Bati,Adventure,2009,7.4,Ömer Faruk Sorak,35524,76.86,7.3,22221,7.1,2542
499,Sherlock Holmes: A Game of Shadows,Adventure,2011,7.4,Guy Ritchie,448631,186.85,7.4,289109,7.6,63000
500,Sen to Chihiro no kamikakushi,Animation,2001,8.6,Hayao Miyazaki,737573,10.06,8.5,374466,8.7,122868
501,The Lion King,Animation,1994,8.5,Roger Allers,1030658,422.78,8.4,537982,8.8,176119
502,Hotaru no haka,Animation,1988,8.5,Isao Takahata,268810,76.86,8.5,145083,8.6,38095
503,Kimi no na wa.,Animation,2016,8.4,Makoto Shinkai,254013,5.02,8.3,112300,8.4,27223
504,Spider-Man: Into the Spider-Verse,Animation,2018,8.4,Bob Persichetti,497553,190.24,8.3,240928,8.5,37070
505,Coco,Animation,2017,8.4,Lee Unkrich,482539,209.73,8.3,220385,8.6,68637
506,WALL·E,Animation,2008,8.4,Andrew Stanton,1089778,223.81,8.4,619458,8.5,156562
507,Mononoke-hime,Animation,1997,8.4,Hayao Miyazaki,384427,2.38,8.3,211271,8.3,57060
508,Up,Animation,2009,8.3,Pete Docter,1019506,293.0,8.2,550077,8.4,170546
509,Toy Story 3,Animation,2010,8.3,Lee Unkrich,818419,415.0,8.3,469331,8.3,118274
510,Toy Story,Animation,1995,8.3,John Lasseter,969784,191.8,8.3,531865,8.3,138117
511,Inside Out,Animation,2015,8.2,Pete Docter,692733,356.46,8.2,339112,8.2,111135
512,Kimetsu no Yaiba: Mugen Ressha-Hen,Animation,2020,8.2,Haruo Sotozaki,53509,47.7,8.0,18188,8.2,2402
513,Hauru no ugoku shiro,Animation,2004,8.2,Hayao Miyazaki,382456,4.71,8.0,187823,8.6,74578
514,Finding Nemo,Animation,2003,8.2,Andrew Stanton,1022352,380.84,8.1,544458,8.4,176051
515,Koe no katachi,Animation,2016,8.1,Naoko Yamada,76640,76.86,7.9,29838,7.9,7263
