,Name,Genre,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
3759,The Curse of the Were-Rabbit,Sci-Fi,2005,7.5,Steve Box,134331,56.11,7.5,82906,7.4,19080
3760,28 Days Later...,Sci-Fi,2002,7.5,Danny Boyle,406664,45.06,7.5,265576,7.6,46835
3761,Contact,Sci-Fi,1997,7.5,Robert Zemeckis,271471,100.92,7.5,177313,7.4,27931
3762,La cité des enfants perdus,Sci-Fi,1995,7.5,Marc Caro,68410,1.51,7.4,45057,7.6,8429
3763,Total Recall,Sci-Fi,1990,7.5,Paul Verhoeven,325416,119.39,7.5,227005,7.2,21450
3764,The Abyss,Sci-Fi,1989,7.5,James Cameron,175721,54.46,7.5,120436,7.5,13984
3765,The Secret of NIMH,Sci-Fi,1982,7.5,Don Bluth,40998,10.14,7.5,23333,7.8,8126
3766,The Time Machine,Sci-Fi,1960,7.5,George Pal,41027,76.86,7.5,27571,7.6,3654
3767,Forbidden Planet,Sci-Fi,1956,7.5,Fred M. Wilcox,48914,3.0,7.5,33732,7.3,3302
3768,Gojira,Sci-Fi,1954,7.5,Ishirô Honda,33524,2.42,7.5,22520,7.4,2283
3769,Shang-Chi and the Legend of the Ten Rings,Sci-Fi,2021,7.4,Destin Daniel Cretton,358395,224.54,7.3,155069,7.9,29189
3770,Spider-Man: Far from Home,Sci-Fi,2019,7.4,Jon Watts,468212,390.53,7.3,226605,7.6,38041
3771,War for the Planet of the Apes,Sci-Fi,2017,7.4,Matt Reeves,251710,146.88,7.4,159449,7.4,17224
3772,Predestination,Sci-Fi,2014,7.4,Michael Spierig,278535,0.07,7.4,182710,7.4,28297
3773,Spider-Man: Homecoming,Sci-Fi,2017,7.4,Jon Watts,633736,334.2,7.3,322022,7.5,58222
3774,Ready Player One,Sci-Fi,2018,7.4,Steven Spielberg,423981,137.69,7.4,240885,7.4,39408
3775,Samâ uôzu,Sci-Fi,2009,7.4,Mamoru Hosoda,29311,0.08,7.4,17354,7.6,4126
3776,Cloud Atlas,Sci-Fi,2012,7.4,Tom Tykwer,360276,27.11,7.4,239303,7.5,53084
3777,Looper,Sci-Fi,2012,7.4,Rian Johnson,569048,66.49,7.4,382554,7.4,64106
3778,Limitless,Sci-Fi,2011,7.4,Neil Burger,564016,79.25,7.4,363771,7.4,76434
3779,Wonder Woman,Sci-Fi,2017,7.4,Patty Jenkins,641787,412.56,7.3,334001,7.7,80386
3780,Inosensu: Innocence,Sci-Fi,2004,7.4,Mamoru Oshii,38271,1.04,7.4,27097,7.5,2665
3781,Spider-Man 2,Sci-Fi,2004,7.4,Sam Raimi,637220,373.59,7.4,376952,7.0,61704
3782,X2,Sci-Fi,2003,7.4,Bryan Singer,543126,214.95,7.4,342575,7.5,62471
3783,K-PAX,Sci-Fi,2001,7.4,Iain Softley,183111,50.34,7.4,125905,7.5,20084
3784,Equilibrium,Sci-Fi,2002,7.4,Kurt Wimmer,326312,1.2,7.3,229922,7.5,32298
3785,2046,Sci-Fi,2004,7.4,Kar-Wai Wong,57204,1.44,7.3,35674,7.6,9855
3786,Frequency,Sci-Fi,2000,7.4,Gregory Hoblit,107682,45.01,7.3,70771,7.6,12693
3787,Galaxy Quest,Sci-Fi,1999,7.4,Dean Parisot,162423,71.58,7.3,103516,7.7,20294
3788,Spider-Man,Sci-Fi,2002,7.4,Sam Raimi,799435,403.71,7.4,466768,7.2,86622
3789,Back to the Future Part III,Sci-Fi,1990,7.4,Robert Zemeckis,437903,87.73,7.4,271024,7.4,40890
3790,Superman,Sci-Fi,1978,7.4,Richard Donner,172857,134.22,7.3,115491,7.3,13508
3791,Invasion of the Body Snatchers,Sci-Fi,1978,7.4,Philip Kaufman,59479,24.95,7.4,40317,7.3,5296
3792,Tenet,Sci-Fi,2020,7.3,Christopher Nolan,473052,58.46,7.3,233936,7.1,32819
3793,The Lego Batman Movie,Sci-Fi,2017,7.3,Chris McKay,147877,175.75,7.2,85237,7.3,13449
3794,Okja,Sci-Fi,2017,7.3,Bong Joon Ho,119118,76.86,7.2,64662,7.6,17971
3795,I Origins,Sci-Fi,2014,7.3,Mike Cahill,124406,0.33,7.2,71807,7.6,23716
3796,Avengers: Age of Ultron,Sci-Fi,2015,7.3,Joss Whedon,838851,459.01,7.2,453735,7.6,87502
3797,Black Panther,Sci-Fi,2018,7.3,Ryan Coogler,728377,700.06,7.1,364017,7.8,82197
3798,Despicable Me 2,Sci-Fi,2013,7.3,Pierre Coffin,393194,368.06,7.2,214756,7.6,74047
3799,Take Shelter,Sci-Fi,2011,7.3,Jeff Nichols,100071,1.73,7.3,70169,7.2,12664
3800,A.R.O.G,Sci-Fi,2008,7.3,Ali Taner Baltaci,41868,76.86,7.3,25697,7.0,3291
3801,Megamind,Sci-Fi,2010,7.3,Tom McGrath,254919,148.42,7.2,150158,7.4,38762
3802,Ant-Man,Sci-Fi,2015,7.3,Peyton Reed,646699,180.2,7.2,355143,7.4,65532
3803,Alita: Battle Angel,Sci-Fi,2019,7.3,Robert Rodriguez,261084,85.71,7.2,154215,7.2,20188
3804,Lilo & Stitch,Sci-Fi,2002,7.3,Dean DeBlois,186431,145.79,7.1,92644,7.6,38721
3805,Unbreakable,Sci-Fi,2000,7.3,M. Night Shyamalan,412593,95.01,7.3,264247,7.1,40785
3806,Pi,Sci-Fi,1998,7.3,Darren Aronofsky,177477,3.22,7.3,122910,7.3,17232
3807,X-Men,Sci-Fi,2000,7.3,Bryan Singer,606885,157.3,7.3,373497,7.6,72943
3808,Starship Troopers,Sci-Fi,1997,7.3,Paul Verhoeven,290856,54.81,7.3,206143,6.8,17125
3809,Men in Black,Sci-Fi,1997,7.3,Barry Sonnenfeld,556917,250.69,7.3,344513,7.3,63006
3810,Face/Off,Sci-Fi,1997,7.3,John Woo,372257,112.23,7.3,250547,7.2,36434
3811,Star Trek IV: The Voyage Home,Sci-Fi,1986,7.3,Leonard Nimoy,84813,109.71,7.3,56474,7.6,6344
3812,The Return of the Living Dead,Sci-Fi,1985,7.3,Dan O'Bannon,60421,14.24,7.3,41332,7.1,5322
3813,Doctor Strange in the Multiverse of Madness,Sci-Fi,2022,7.2,Sam Raimi,239793,76.86,7.1,98165,7.3,15628
3814,A Quiet Place Part II,Sci-Fi,2020,7.2,John Krasinski,212738,160.07,7.1,105070,7.4,19188
3815,The Suicide Squad,Sci-Fi,2021,7.2,James Gunn,333343,76.86,7.2,155957,7.0,20874
3816,Coherence,Sci-Fi,2013,7.2,James Ward Byrkit,125173,0.07,7.1,78680,7.2,14601
3817,Batman v Superman: Dawn of Justice Ultimate Edition,Sci-Fi,2016,7.2,Zack Snyder,46868,76.86,7.2,21603,6.6,1419
3818,The Hunger Games,Sci-Fi,2012,7.2,Gary Ross,902062,408.01,7.0,487954,7.8,190094
3819,10 Cloverfield Lane,Sci-Fi,2016,7.2,Dan Trachtenberg,318968,72.08,7.2,194404,7.0,33161
3820,Don't Look Up,Sci-Fi,2021,7.2,Adam McKay,509549,76.86,7.2,229041,7.3,54776
3821,I Am Legend,Sci-Fi,2007,7.2,Francis Lawrence,742275,256.39,7.2,473784,7.2,85219
3822,Sunshine,Sci-Fi,2007,7.2,Danny Boyle,248151,3.68,7.2,177231,7.1,23292
3823,The Fountain,Sci-Fi,2006,7.2,Darren Aronofsky,237709,10.14,7.2,161202,7.2,34106
3824,Fainaru fantajî sebun adobento chirudoren,Sci-Fi,2005,7.2,Tetsuya Nomura,56453,76.86,7.1,41316,7.6,5550
3825,The Matrix Reloaded,Sci-Fi,2003,7.2,Lana Wachowski,586852,281.49,7.2,382772,7.1,50910
3826,A.I. Artificial Intelligence,Sci-Fi,2001,7.2,Steven Spielberg,304955,78.62,7.2,194925,7.3,41214
3827,Cube,Sci-Fi,1997,7.2,Vincenzo Natali,227900,0.5,7.2,149860,7.1,25601
3828,Star Trek VI: The Undiscovered Country,Sci-Fi,1991,7.2,Nicholas Meyer,75325,74.89,7.2,51444,7.2,4936
3829,They Live,Sci-Fi,1988,7.2,John Carpenter,127249,13.01,7.2,87557,7.1,8389
3830,The Transformers: The Movie,Sci-Fi,1986,7.2,Nelson Shin,39616,5.85,7.2,28369,6.6,1997
3831,Re-Animator,Sci-Fi,1985,7.2,Stuart Gordon,63493,2.02,7.2,43301,6.9,4952
3832,Videodrome,Sci-Fi,1983,7.2,David Cronenberg,91878,2.12,7.2,63008,7.0,7551
3833,The Dead Zone,Sci-Fi,1983,7.2,David Cronenberg,69213,20.77,7.2,46291,7.1,6501
3834,The Andromeda Strain,Sci-Fi,1971,7.2,Robert Wise,37075,3.42,7.2,25921,7.1,2621
3835,Fahrenheit 451,Sci-Fi,1966,7.2,François Truffaut,43310,76.86,7.2,29010,7.4,5245
3836,"20,000 Leagues Under the Sea",Sci-Fi,1954,7.2,Richard Fleischer,33605,28.2,7.2,23152,7.0,3034
3837,Black Mirror: Bandersnatch,Sci-Fi,2018,7.1,David Slade,125035,76.86,7.1,68170,7.2,15525
3838,Free Guy,Sci-Fi,2021,7.1,Shawn Levy,345925,121.63,7.0,156895,7.4,30383
3839,Ghostbusters: Afterlife,Sci-Fi,2021,7.1,Jason Reitman,158671,76.86,7.0,80684,7.4,14370
3840,The Lobster,Sci-Fi,2015,7.1,Yorgos Lanthimos,249909,8.7,7.1,135952,7.1,40513
3841,Dragon Ball Z: Doragon bôru Z - Kami to Kami,Sci-Fi,2013,7.1,Masahiro Hosoda,27919,2.55,7.1,19489,7.3,984
3842,Snowpiercer,Sci-Fi,2013,7.1,Bong Joon Ho,355076,4.56,7.1,220304,7.0,38837
3843,Melancholia,Sci-Fi,2011,7.1,Lars von Trier,180629,3.03,7.1,107058,7.2,38765
3844,Dredd,Sci-Fi,2012,7.1,Pete Travis,271358,13.41,7.1,201878,6.8,16557
3845,Never Let Me Go,Sci-Fi,2010,7.1,Mark Romanek,145110,2.43,7.0,72012,7.3,47459
3846,Enthiran,Sci-Fi,2010,7.1,S. Shankar,27363,4.37,6.9,19537,6.2,858
3847,Iron Man Three,Sci-Fi,2013,7.1,Shane Black,830251,409.01,7.1,491760,7.6,93963
3848,Planet Terror,Sci-Fi,2007,7.1,Robert Rodriguez,209409,76.86,7.1,152721,7.1,17972
3849,Kol,Sci-Fi,2020,7.1,Chung-Hyun Lee,30424,76.86,7.0,13841,7.2,3917
3850,The Invisible Man,Sci-Fi,2020,7.1,Leigh Whannell,219472,70.41,7.0,114169,7.2,26146
3851,The Mist,Sci-Fi,2007,7.1,Frank Darabont,301714,25.59,7.2,203642,6.9,35238
3852,Man of Steel,Sci-Fi,2013,7.1,Zack Snyder,757133,291.05,7.1,479734,7.0,73917
3853,Los cronocrímenes,Sci-Fi,2007,7.1,Nacho Vigalondo,63449,0.04,7.2,46420,6.8,5340
3854,Gwoemul,Sci-Fi,2006,7.1,Bong Joon Ho,119627,2.2,7.0,80360,7.1,10878
3855,Deja Vu,Sci-Fi,2006,7.1,Tony Scott,308755,64.04,7.0,217776,7.1,31629
3856,The Time Traveler's Wife,Sci-Fi,2009,7.1,Robert Schwentke,150127,63.41,7.0,76999,7.2,45591
3857,Banlieue 13,Sci-Fi,2004,7.1,Pierre Morel,70023,1.2,7.1,53628,7.3,3993
3858,The Jacket,Sci-Fi,2005,7.1,John Maybury,113094,6.3,7.1,76351,7.2,16848
3859,"I, Robot",Sci-Fi,2004,7.1,Alex Proyas,532149,144.8,7.1,348817,7.1,53568
3860,Pitch Black,Sci-Fi,2000,7.1,David Twohy,237618,39.24,7.0,168098,7.2,21174
3861,Treasure Planet,Sci-Fi,2002,7.1,Ron Clements,115860,38.18,7.0,63066,7.4,20209
3862,Blade,Sci-Fi,1998,7.1,Stephen Norrington,268914,70.09,7.1,180956,7.0,23467
3863,Strange Days,Sci-Fi,1995,7.1,Kathryn Bigelow,71526,7.92,7.1,48738,7.2,6097
3864,Spaceballs,Sci-Fi,1987,7.1,Mel Brooks,187881,38.12,7.0,123587,7.2,17502
3865,Nineteen Eighty-Four,Sci-Fi,1984,7.1,Michael Radford,71864,8.4,7.1,49092,7.1,7731
3866,WarGames,Sci-Fi,1983,7.1,John Badham,99126,79.57,7.1,67579,7.2,7671
3867,Escape from New York,Sci-Fi,1981,7.1,John Carpenter,140032,25.24,7.1,99169,6.9,6804
3868,Sleeper,Sci-Fi,1973,7.1,Woody Allen,42914,2.91,7.1,28939,7.2,4637
3869,The Thing from Another World,Sci-Fi,1951,7.1,Christian Nyby,29789,76.86,7.1,20589,7.0,2472
3870,El hoyo,Sci-Fi,2019,7.0,Galder Gaztelu-Urrutia,211143,76.86,6.9,107660,7.0,20883
3871,Ron's Gone Wrong,Sci-Fi,2021,7.0,Sarah Smith,31272,76.86,6.9,15127,7.3,3671
3872,Arif V 216,Sci-Fi,2018,7.0,Kivanç Baruönü,36392,76.86,6.9,20137,7.1,3191
3873,Thelma,Sci-Fi,2017,7.0,Joachim Trier,31698,0.15,6.9,18184,7.1,5480
3874,Ralph Breaks the Internet,Sci-Fi,2018,7.0,Phil Johnston,156071,201.09,7.0,80542,7.2,19333
3875,Ant-Man and the Wasp,Sci-Fi,2018,7.0,Peyton Reed,383843,216.65,7.0,202695,7.3,34109
3876,The One I Love,Sci-Fi,2014,7.0,Charlie McDowell,39511,0.51,7.0,22425,7.1,8832
3877,Star Trek Beyond,Sci-Fi,2016,7.0,Justin Lin,243833,158.85,7.0,155367,7.3,23865
3878,Robot & Frank,Sci-Fi,2012,7.0,Jake Schreier,64032,3.33,7.0,45400,7.1,9028
3879,Chronicle,Sci-Fi,2012,7.0,Josh Trank,250190,64.58,7.0,179553,6.9,27549
3880,Super 8,Sci-Fi,2011,7.0,J.J. Abrams,352016,127.0,7.0,249094,7.1,42837
3881,Oblivion,Sci-Fi,2013,7.0,Joseph Kosinski,516736,89.02,7.0,351629,6.8,48895
3882,Prometheus,Sci-Fi,2012,7.0,Ridley Scott,601015,126.48,7.0,412383,6.7,63401
3883,Perfect Sense,Sci-Fi,2011,7.0,David Mackenzie,59997,0.0,7.0,33983,7.2,15849
3884,The Adjustment Bureau,Sci-Fi,2011,7.0,George Nolfi,255817,62.5,7.0,176211,7.1,37404
3885,Passengers,Sci-Fi,2016,7.0,Morten Tyldum,394871,100.01,7.0,215963,7.0,56420
3886,Cloverfield,Sci-Fi,2008,7.0,Matt Reeves,394269,80.05,7.0,275431,6.7,37968
3887,Frequently Asked Questions About Time Travel,Sci-Fi,2009,7.0,Gareth Carrivick,34185,76.86,7.0,25718,7.2,3752
3888,World War Z,Sci-Fi,2013,7.0,Marc Forster,651859,202.36,6.9,409418,7.1,75046
3889,Dangal,Sport,2016,8.3,Nitesh Tiwari,184437,12.39,8.3,94834,8.4,13437
3890,Bhaag Milkha Bhaag,Sport,2013,8.2,Rakeysh Omprakash Mehra,67068,1.63,8.1,42373,7.9,2811
3891,Paan Singh Tomar,Sport,2012,8.2,Tigmanshu Dhulia,36060,0.04,8.1,24706,7.7,1018
3892,Warrior,Sport,2011,8.2,Gavin O'Connor,465335,13.66,8.1,319560,8.2,36954
3893,Bacheha-Ye aseman,Sport,1997,8.2,Majid Majidi,73792,0.93,8.2,40126,8.4,9613
3894,Raging Bull,Sport,1980,8.2,Martin Scorsese,347701,23.38,8.2,231725,7.7,21661
3895,Rush,Sport,2013,8.1,Ron Howard,471087,26.95,8.1,306114,8.0,43220
3896,Ford v Ferrari,Sport,2019,8.1,James Mangold,372009,117.62,8.0,200806,8.1,28263
3897,Chak De! India,Sport,2007,8.1,Shimit Amin,79413,1.11,8.1,51643,7.9,4787
3898,Million Dollar Baby,Sport,2004,8.1,Clint Eastwood,677934,100.49,8.1,416290,8.1,91668
3899,Lagaan: Once Upon a Time in India,Sport,2001,8.1,Ashutosh Gowariker,112579,0.07,8.0,71477,7.8,8175
3900,Rocky,Sport,1976,8.1,John G. Avildsen,563149,117.24,8.1,366645,7.7,39949
3901,Cinderella Man,Sport,2005,8.0,Ron Howard,186114,61.65,8.0,129223,7.9,20450
3902,The Hustler,Sport,1961,8.0,Robert Rossen,81370,8.28,8.0,57894,7.8,6530
3903,M.S. Dhoni: The Untold Story,Sport,2016,7.9,Neeraj Pandey,54559,1.78,7.7,23559,7.7,1486
3904,The Wrestler,Sport,2008,7.9,Darren Aronofsky,303228,26.24,7.9,227970,7.6,25305
3905,The Fighter,Sport,2010,7.8,David O. Russell,361911,93.62,7.8,253200,7.7,35388
3906,The World's Fastest Indian,Sport,2005,7.8,Roger Donaldson,54759,5.13,7.8,40289,7.8,4854
3907,Remember the Titans,Sport,2000,7.8,Boaz Yakin,212583,115.65,7.7,136855,8.0,26396
3908,The Sandlot,Sport,1993,7.8,David Mickey Evans,89957,32.42,7.7,52693,7.9,13003
3909,Kai po che!,Sport,2013,7.7,Abhishek Kapoor,36735,1.12,7.7,21921,7.6,1744
3910,Creed,Sport,2015,7.6,Ryan Coogler,268714,109.77,7.6,172545,7.5,18273
3911,Moneyball,Sport,2011,7.6,Bennett Miller,413992,75.61,7.6,275696,7.3,41608
3912,The Blind Side,Sport,2009,7.6,John Lee Hancock,326070,255.96,7.5,184877,8.0,62853
3913,The Hurricane,Sport,1999,7.6,Norman Jewison,96630,50.67,7.6,68247,7.7,7283
3914,King Richard,Sport,2021,7.5,Reinaldo Marcus Green,96438,76.86,7.4,48053,7.5,10070
3915,83,Sport,2021,7.5,Kabir Khan,34596,76.86,7.3,9178,7.7,672
3916,"I, Tonya",Sport,2017,7.5,Craig Gillespie,210117,30.01,7.4,103961,7.5,38767
3917,The Art of Racing in the Rain,Sport,2019,7.5,Simon Curtis,30611,25.5,7.4,15630,7.8,5298
3918,The Damned United,Sport,2009,7.5,Tom Hooper,43793,0.45,7.5,34206,7.4,2069
3919,42,Sport,2013,7.5,Brian Helgeland,94284,95.0,7.4,62038,7.9,10716
3920,Rudy,Sport,1993,7.5,David Anspaugh,62974,22.75,7.5,41339,7.5,5664
3921,Field of Dreams,Sport,1989,7.5,Phil Alden Robinson,118336,64.43,7.5,73601,7.4,13291
3922,Le grand bleu,Sport,1988,7.5,Luc Besson,51389,3.5,7.4,32271,7.8,6438
3923,Hustle,Sport,2022,7.4,Jeremiah Zagar,59721,76.86,7.3,30462,7.5,3995
3924,Molly's Game,Sport,2017,7.4,Aaron Sorkin,167719,28.78,7.4,95883,7.5,23650
3925,"McFarland, USA",Sport,2015,7.4,Niki Caro,38632,44.47,7.3,23383,7.8,5699
3926,The Greatest Game Ever Played,Sport,2005,7.4,Bill Paxton,30648,15.33,7.4,21366,7.5,3387
3927,Hooligans,Sport,2005,7.4,Lexi Alexander,150124,0.34,7.4,106865,7.6,14297
3928,Miracle,Sport,2004,7.4,Gavin O'Connor,54137,64.38,7.4,35347,7.6,5504
3929,Searching for Bobby Fischer,Sport,1993,7.4,Steven Zaillian,40103,7.27,7.3,25092,7.4,4577
3930,Hoosiers,Sport,1986,7.4,David Anspaugh,46997,28.61,7.4,32402,7.3,3090
3931,The Natural,Sport,1984,7.4,Barry Levinson,48826,47.95,7.4,32531,7.4,3758
3932,Southpaw,Sport,2015,7.3,Antoine Fuqua,234091,52.42,7.3,141724,7.6,26920
3933,Eddie the Eagle,Sport,2015,7.3,Dexter Fletcher,92485,15.79,7.3,55891,7.5,12490
3934,Invictus,Sport,2009,7.3,Clint Eastwood,158520,37.49,7.3,113040,7.5,16193
3935,Coach Carter,Sport,2005,7.3,Thomas Carter,145267,67.26,7.2,94181,7.4,14094
3936,Seabiscuit,Sport,2003,7.3,Gary Ross,72650,120.28,7.3,45678,7.5,10515
3937,Siu Lam juk kau,Sport,2001,7.3,Stephen Chow,79764,0.49,7.2,56526,7.3,4995
3938,Jerry Maguire,Sport,1996,7.3,Cameron Crowe,262414,153.95,7.3,159226,7.2,36453
3939,The Basketball Diaries,Sport,1995,7.3,Scott Kalvert,110193,2.42,7.2,65005,7.5,19359
3940,A League of Their Own,Sport,1992,7.3,Penny Marshall,105555,107.53,7.1,57289,7.8,20511
3941,The Karate Kid,Sport,1984,7.3,John G. Avildsen,220517,90.82,7.3,131755,7.3,23985
3942,Rocky II,Sport,1979,7.3,Sylvester Stallone,206410,6.39,7.2,142762,7.1,10096
3943,Slap Shot,Sport,1977,7.3,George Roy Hill,37316,28.0,7.2,26444,7.0,2140
3944,Unbroken,Sport,2014,7.2,Angelina Jolie,165564,115.64,7.1,97386,7.5,24303
3945,Secretariat,Sport,2010,7.2,Randall Wallace,28443,59.71,7.1,17410,7.6,6104
3946,Peaceful Warrior,Sport,2006,7.2,Victor Salva,28166,3.96,7.1,18048,7.5,4824
3947,Friday Night Lights,Sport,2004,7.2,Peter Berg,63038,61.26,7.2,43402,7.1,5771
3948,Glory Road,Sport,2006,7.2,James Gartner,45949,42.64,7.1,31791,7.4,4817
3949,Cars,Sport,2006,7.2,John Lasseter,409222,244.08,7.2,231125,7.2,55771
3950,Major League,Sport,1989,7.2,David S. Ward,68786,49.8,7.2,47183,7.1,4413
3951,Caddyshack,Sport,1980,7.2,Harold Ramis,116501,39.85,7.2,77875,6.9,8805
3952,Fighting with My Family,Sport,2019,7.1,Stephen Merchant,80002,22.96,7.0,45075,7.3,12035
3953,Creed II,Sport,2018,7.1,Steven Caple Jr.,121901,115.72,7.0,74711,7.2,6642
3954,Race,Sport,2016,7.1,Stephen Hopkins,37611,19.1,7.0,22107,7.4,4543
3955,Concussion,Sport,2015,7.1,Peter Landesman,94174,34.54,7.1,58139,7.3,11731
3956,Chasing Mavericks,Sport,2012,7.1,Michael Apted,32752,6.0,7.0,20205,7.4,6325
3957,Win Win,Sport,2011,7.1,Tom McCarthy,53880,10.18,7.1,39742,7.2,7673
3958,Rocky Balboa,Sport,2006,7.1,Sylvester Stallone,214687,70.27,7.1,157876,7.0,10525
3959,Lords of Dogtown,Sport,2005,7.1,Catherine Hardwicke,55063,11.01,7.0,34694,7.3,10184
3960,Chariots of Fire,Sport,1981,7.1,Hugh Hudson,59910,58.97,7.1,38367,7.3,6262
3961,Sultan,Sport,2016,7.0,Ali Abbas Zafar,45642,6.2,6.9,21984,7.1,1825
3962,Million Dollar Arm,Sport,2014,7.0,Craig Gillespie,45871,36.45,7.0,31467,7.2,5479
3963,Yip Man chin chyun,Sport,2010,7.0,Herman Yau,32187,76.86,7.0,25224,7.2,1607
3964,Soul Surfer,Sport,2011,7.0,Sean McNamara,49441,43.85,6.8,22979,7.4,15614
3965,Pawn Sacrifice,Sport,2014,7.0,Edward Zwick,45163,2.44,6.9,30341,6.9,4134
3966,Foxcatcher,Sport,2014,7.0,Bennett Miller,141960,12.1,7.0,97204,6.8,16373
3967,We Are Marshall,Sport,2006,7.0,McG,61118,43.55,7.0,42152,7.3,6999
3968,Invincible,Sport,2006,7.0,Ericson Core,70647,57.79,7.0,50131,7.1,5351
3969,Real Steel,Sport,2011,7.0,Shawn Levy,323300,85.47,7.0,226250,7.3,32714
3970,Happy Gilmore,Sport,1996,7.0,Dennis Dugan,220799,38.62,7.0,141433,6.7,21002
3971,Cool Runnings,Sport,1993,7.0,Jon Turteltaub,102958,68.86,6.9,65252,7.2,12670
3972,Bull Durham,Sport,1988,7.0,Ron Shelton,54150,50.89,7.0,34409,7.0,6039
3973,The Color of Money,Sport,1986,7.0,Martin Scorsese,83127,52.29,7.0,57749,6.7,5130
3974,Borg McEnroe,Sport,2017,6.9,Janus Metz,31509,14.11,6.9,20825,7.0,2874
3975,Whip It,Sport,2009,6.9,Drew Barrymore,67186,13.04,6.7,35699,7.2,20656
3976,Gridiron Gang,Sport,2006,6.9,Phil Joanou,62678,38.43,6.9,41770,7.6,11308
3977,Radio,Sport,2003,6.9,Michael Tollin,40655,52.28,6.8,26385,7.4,5694
3978,The Rookie,Sport,2002,6.9,John Lee Hancock,34757,75.6,6.9,22931,7.0,3563
3979,Any Given Sunday,Sport,1999,6.9,Oliver Stone,119061,75.53,6.9,85742,6.5,6855
3980,He Got Game,Sport,1998,6.9,Spike Lee,47890,21.55,6.9,35008,6.6,2486
3981,Kingpin,Sport,1996,6.9,Bobby Farrelly,83819,24.94,6.9,59203,6.4,5063
3982,Draft Day,Sport,2014,6.8,Ivan Reitman,59992,28.83,6.8,41226,6.8,5135
3983,Trouble with the Curve,Sport,2012,6.8,Robert Lorenz,63848,35.76,6.7,43006,6.9,9193
3984,Bleed for This,Sport,2016,6.8,Ben Younger,27226,4.85,6.8,17934,6.7,2312
3985,Goon,Sport,2011,6.8,Michael Dowse,87044,4.17,6.8,67377,6.7,6073
3986,The Football Factory,Sport,2004,6.8,Nick Love,30676,76.86,6.8,23233,6.7,1305
3987,White Men Can't Jump,Sport,1992,6.8,Ron Shelton,85787,76.25,6.8,59792,6.4,5703
3988,Bloodsport,Sport,1988,6.8,Newt Arnold,84377,11.81,6.8,61901,6.7,3381
3989,Rocky IV,Sport,1985,6.8,Sylvester Stallone,202331,127.87,6.8,139789,6.8,9245
3990,Rocky III,Sport,1982,6.8,Sylvester Stallone,188155,125.05,6.8,129833,6.8,8395
3991,The Way Back,Sport,2020,6.7,Gavin O'Connor,45101,76.86,6.7,27817,6.6,3091
3992,Battle of the Sexes,Sport,2017,6.7,Jonathan Dayton,55054,12.64,6.7,31499,6.9,9645
3993,Cars 3,Sport,2017,6.7,Brian Fee,95099,152.9,6.7,49188,6.9,7650
3994,Hot Rod,Sport,2007,6.7,Akiva Schaffer,85493,13.92,6.6,59283,6.6,7443
3995,Surf's Up,Sport,2007,6.7,Ash Brannon,78506,58.87,6.7,46365,6.8,11838
3996,Goal!,Sport,2005,6.7,Danny Cannon,63146,4.28,6.7,46877,6.9,4686
3997,Dodgeball: A True Underdog Story,Sport,2004,6.7,Rawson Marshall Thurber,246269,114.33,6.7,162070,6.6,25406
3998,Blood and Bone,Sport,2009,6.7,Ben Ramsey,33499,76.86,6.6,26418,6.5,1105
3999,Hidalgo,Sport,2004,6.7,Joe Johnston,81757,67.29,6.6,54611,7.0,11557
4000,Bend It Like Beckham,Sport,2002,6.7,Gurinder Chadha,110175,32.54,6.5,54072,7.0,30633
4001,Ali,Sport,2001,6.7,Michael Mann,99215,58.2,6.7,72089,6.6,6074
4002,The Legend of Bagger Vance,Sport,2000,6.7,Robert Redford,56980,30.7,6.7,38134,6.7,6202
4003,"Mystery, Alaska",Sport,1999,6.7,Jay Roach,27038,8.89,6.6,17699,6.8,3198
4004,Run Fatboy Run,Sport,2007,6.6,David Schwimmer,67649,6.0,6.5,47298,6.8,9570
4005,Talladega Nights: The Ballad of Ricky Bobby,Sport,2006,6.6,Adam McKay,182349,148.21,6.5,122164,6.3,16318
4006,The Replacements,Sport,2000,6.6,Howard Deutch,64630,44.74,6.5,43343,6.8,6343
4007,For Love of the Game,Sport,1999,6.6,Sam Raimi,35062,35.17,6.5,22916,6.6,3525
4008,Heavyweights,Sport,1995,6.6,Steven Brill,27868,17.69,6.5,17649,6.8,4146
4009,Back to School,Sport,1986,6.6,Alan Metter,32389,91.26,6.6,21216,6.5,2772
4010,Victory,Sport,1981,6.6,John Huston,30130,10.85,6.6,22260,6.6,1108
4011,Never Back Down,Sport,2008,6.5,Jeff Wadlow,101186,24.85,6.5,72717,6.7,9672
4012,Varsity Blues,Sport,1999,6.5,Brian Robbins,45823,52.89,6.5,29574,6.3,5553
4013,BASEketball,Sport,1998,6.5,David Zucker,61833,6.94,6.5,45297,6.2,3625
4014,Space Jam,Sport,1996,6.5,Joe Pytka,195417,90.46,6.4,119228,6.5,21768
4015,The Mighty Ducks,Sport,1992,6.5,Stephen Herek,65871,50.75,6.5,41488,6.8,8494
4016,Turbo,Sport,2013,6.4,David Soren,95805,83.03,6.4,55581,6.6,13515
4017,Grudge Match,Sport,2013,6.4,Peter Segal,60424,29.81,6.4,44855,6.5,4233
